,lemma,pos,text|lemma|@id,text|sentence|@id,sentences,lexelt|sense|@id
47,negotiation,NOUN,d000.s007.t001,d000.s007,"Michael Zammit Cutajar, who drafted the six-page document, boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official, Yvo de Boer, described as`` the big picture.''",negotiation%1:10:00::
48,text,NOUN,d000.s007.t002,d000.s007,"Michael Zammit Cutajar, who drafted the six-page document, boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official, Yvo de Boer, described as`` the big picture.''",text%1:10:00::
49,climate,NOUN,d000.s007.t003,d000.s007,"Michael Zammit Cutajar, who drafted the six-page document, boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official, Yvo de Boer, described as`` the big picture.''",climate%1:26:00::
50,official,NOUN,d000.s007.t004,d000.s007,"Michael Zammit Cutajar, who drafted the six-page document, boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official, Yvo de Boer, described as`` the big picture.''",official%1:18:01::
51,picture,NOUN,d000.s007.t005,d000.s007,"Michael Zammit Cutajar, who drafted the six-page document, boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official, Yvo de Boer, described as`` the big picture.''",picture%1:26:00::
52,outline,NOUN,d000.s008.t000,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",outline%1:09:00::
53,deal,NOUN,d000.s008.t001,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",deal%1:10:00::
54,emission,NOUN,d000.s008.t002,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",emission%1:27:00::
55,percent,NOUN,d000.s008.t003,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",percent%1:24:00::
56,level,NOUN,d000.s008.t004,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",level%1:26:00::
57,developing_country,NOUN,d000.s008.t005,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",developing_country%1:14:00::
58,period,NOUN,d000.s008.t006,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",period%1:28:00::
59,percent,NOUN,d000.s008.t007,d000.s008,"It shows the outlines for a possible deal, in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels, while major developing countries would reduce theirs during the same period by 15 to 30 percent.",percent%1:24:00::
60,country,NOUN,d000.s009.t000,d000.s009,"Together, the countries would cut emissions between 50 and 95 percent by 2050.",country%1:14:00::
61,emission,NOUN,d000.s009.t001,d000.s009,"Together, the countries would cut emissions between 50 and 95 percent by 2050.",emission%1:27:00::
62,percent,NOUN,d000.s009.t002,d000.s009,"Together, the countries would cut emissions between 50 and 95 percent by 2050.",percent%1:24:00::
63,european_union,NOUN,d000.s010.t000,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,european_union%1:14:00::
64,talk,NOUN,d000.s010.t001,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,talk%1:10:00::
65,boost,NOUN,d000.s010.t002,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,boost%1:04:01::
66,friday,NOUN,d000.s010.t003,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,friday%1:28:00::
67,year,NOUN,d000.s010.t004,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,year%1:28:01::
68,year,NOUN,d000.s010.t005,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,year%1:28:01::
69,country,NOUN,d000.s010.t006,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,country%1:14:00::
70,impact,NOUN,d000.s010.t007,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,impact%1:19:00::
71,climate_change,NOUN,d000.s010.t008,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,climate_change%1:22:00::
72,flood,NOUN,d000.s010.t009,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,flood%1:19:00::
73,drought,NOUN,d000.s010.t010,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,drought%1:26:00::
74,deforestation,NOUN,d000.s010.t011,d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.,deforestation%1:04:00::
75,friday,NOUN,d000.s011.t000,d000.s011,"Still, Friday featured the same sort of verbal fireworks that have dominated the talks for the past week.",friday%1:28:00::
76,sort,NOUN,d000.s011.t001,d000.s011,"Still, Friday featured the same sort of verbal fireworks that have dominated the talks for the past week.",sort%1:09:00::
77,talk,NOUN,d000.s011.t002,d000.s011,"Still, Friday featured the same sort of verbal fireworks that have dominated the talks for the past week.",talk%1:10:00::
78,week,NOUN,d000.s011.t003,d000.s011,"Still, Friday featured the same sort of verbal fireworks that have dominated the talks for the past week.",week%1:28:02::
79,u.s.,NOUN,d000.s012.t000,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,u.s.%1:14:00::
80,climate,NOUN,d000.s012.t001,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,climate%1:26:00::
81,envoy,NOUN,d000.s012.t002,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,envoy%1:18:00::
82,language,NOUN,d000.s012.t003,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,language%1:10:03::
83,cut,NOUN,d000.s012.t004,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,cut%1:04:05::
84,emission,NOUN,d000.s012.t005,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,emission%1:27:00::
85,one,NOUN,d000.s012.t006,d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world.,one%1:09:00::
86,move,NOUN,d000.s013.t000,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,move%1:04:03::
87,hard_line,NOUN,d000.s013.t001,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,hard_line%1:09:00::
88,china,NOUN,d000.s013.t002,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,china%1:15:00::
89,bush_administration,NOUN,d000.s013.t003,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,bush_administration%1:14:01::
90,official,NOUN,d000.s013.t004,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,official%1:18:01::
91,year,NOUN,d000.s013.t005,d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago.,year%1:28:01::
92,united_states,NOUN,d000.s014.t000,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",united_states%1:14:00::
93,deal,NOUN,d000.s014.t001,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",deal%1:10:00::
94,developing_country,NOUN,d000.s014.t002,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",developing_country%1:14:00::
95,action,NOUN,d000.s014.t003,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",action%1:04:04::
96,text,NOUN,d000.s014.t004,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",text%1:10:00::
97,cut,NOUN,d000.s014.t005,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",cut%1:04:05::
98,observer,NOUN,d000.s014.t006,d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action, said Stern, who also complained that the text did not do enough to make sure the cuts could be verified by outside observers.",observer%1:18:01::
99,comment,NOUN,d000.s015.t000,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,comment%1:10:00::
100,hour,NOUN,d000.s015.t001,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,hour%1:28:01::
101,foreign_minister,NOUN,d000.s015.t002,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,foreign_minister%1:18:00::
102,america,NOUN,d000.s015.t003,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,america%1:15:00::
103,climate,NOUN,d000.s015.t004,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,climate%1:26:00::
104,negotiator,NOUN,d000.s015.t005,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,negotiator%1:18:00::
105,common_sense,NOUN,d000.s015.t006,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,common_sense%1:09:00::
106,week,NOUN,d000.s015.t007,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,week%1:28:02::
107,united_states,NOUN,d000.s015.t008,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,united_states%1:14:00::
108,china,NOUN,d000.s015.t009,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,china%1:15:00::
109,global_warming,NOUN,d000.s015.t010,d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking`` common sense'' or being`` extremely irresponsible'' for saying earlier in the week that the United States would not help China financially to cope with global warming.,global_warming%1:22:00::
110,trajectory,NOUN,d000.s016.t000,d000.s016,"With the future economic trajectory of the world 's major powers at stake, fault lines have erupted both within the developing world and between the industrial world and emerging economies.",trajectory%1:19:00::
111,world,NOUN,d000.s016.t001,d000.s016,"With the future economic trajectory of the world 's major powers at stake, fault lines have erupted both within the developing world and between the industrial world and emerging economies.",world%1:17:00::
112,major_power,NOUN,d000.s016.t002,d000.s016,"With the future economic trajectory of the world 's major powers at stake, fault lines have erupted both within the developing world and between the industrial world and emerging economies.",major_power%1:14:00::
113,fault_line,NOUN,d000.s016.t003,d000.s016,"With the future economic trajectory of the world 's major powers at stake, fault lines have erupted both within the developing world and between the industrial world and emerging economies.",fault_line%1:15:00::
114,battle,NOUN,d000.s017.t000,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",battle%1:04:02::
115,economy,NOUN,d000.s017.t001,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",economy%1:14:00::
116,planet,NOUN,d000.s017.t002,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",planet%1:17:00::
117,china,NOUN,d000.s017.t003,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",china%1:15:00::
118,united_states,NOUN,d000.s017.t004,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",united_states%1:14:00::
119,obligation,NOUN,d000.s017.t005,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",obligation%1:04:00::
120,nation,NOUN,d000.s017.t006,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",nation%1:14:00::
121,world,NOUN,d000.s017.t007,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",world%1:17:00::
122,two_dozen,NOUN,d000.s017.t008,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",two_dozen%1:23:00::
123,country,NOUN,d000.s017.t009,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",country%1:14:00::
124,imperative,NOUN,d000.s017.t010,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",imperative%1:04:00::
125,action,NOUN,d000.s017.t011,d000.s017,"The current battle is as much about saving individual economies as saving the planet, with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action.",action%1:04:04::
126,delegate,NOUN,d000.s018.t000,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",delegate%1:18:00::
127,major_power,NOUN,d000.s018.t001,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",major_power%1:14:00::
128,cost,NOUN,d000.s018.t002,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",cost%1:21:00::
129,greenhouse_gas,NOUN,d000.s018.t003,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",greenhouse_gas%1:27:00::
130,country,NOUN,d000.s018.t004,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",country%1:14:00::
131,action,NOUN,d000.s018.t005,d000.s018,"Ricardo Ulate, a Costa Rican delegate, said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",action%1:04:02::
