,lemma,pos,text|lemma|@id,text|sentence|@id,sentences,lexelt|sense|@id
30,eye,NOUN,d000.s005.t004,d000.s005,"The guy is off his rocker, Haney thought to himself, and looked away from those eyes.",eye%1:08:00::
31,eye,NOUN,d000.s006.t000,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",eye%1:08:00::
32,clear,ADJ,d000.s006.t001,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",clear%5:00:00:discerning:00
33,bright,ADJ,d000.s006.t002,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",bright%5:00:00:colorful:00
34,strange,ADJ,d000.s006.t003,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",strange%3:00:00::
35,intensity,NOUN,d000.s006.t004,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",intensity%1:07:00::
36,cold,ADJ,d000.s006.t005,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",cold%5:00:00:intense:00
37,fire,NOUN,d000.s006.t006,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",fire%1:12:00::
38,burn,VERB,d000.s006.t007,d000.s006,"Eyes that were clear, but also bright with a strange intensity, a sort of cold fire burning behind them.",burn%2:37:00::
39,notice,VERB,d000.s007.t000,d000.s007,Why had n't he noticed it before?,notice%2:39:00::
40,man,NOUN,d000.s008.t000,d000.s008,"No, the man was not drunk",man%1:18:00::
41,drunk,ADJ,d000.s008.t001,d000.s008,"No, the man was not drunk",drunk%3:00:00::
42,wonder,VERB,d000.s009.t000,d000.s009,He wondered how he got tied up with this stranger.,wonder%2:32:01::
43,get,VERB,d000.s009.t001,d000.s009,He wondered how he got tied up with this stranger.,get%2:30:00::
44,tie,VERB,d000.s009.t002,d000.s009,He wondered how he got tied up with this stranger.,tie%2:41:01::
45,stranger,NOUN,d000.s009.t003,d000.s009,He wondered how he got tied up with this stranger.,stranger%1:18:00::
46,remember,VERB,d000.s010.t000,d000.s010,"But, of course, he remembered now.",remember%2:31:00::
47,blur,VERB,d000.s011.t000,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",blur%2:30:00::
48,hour,NOUN,d000.s011.t001,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",hour%1:28:00::
49,steady,ADJ,d000.s011.t002,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",steady%3:00:00::
50,drinking,NOUN,d000.s011.t003,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",drinking%1:04:01::
51,occasion,NOUN,d000.s011.t004,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",occasion%1:11:00::
52,come_back,VERB,d000.s011.t005,d000.s011,"It was blurred, after two hours of steady drinking, but the occasion of it came back to him.",come_back%2:30:00::
53,stranger,NOUN,d000.s012.t000,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",stranger%1:18:00::
54,head,NOUN,d000.s012.t001,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",head%1:08:00::
55,sink,VERB,d000.s012.t002,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",sink%2:38:07::
56,thought,NOUN,d000.s012.t003,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",thought%1:09:00::
57,start,VERB,d000.s012.t004,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",start%2:30:00::
58,cross,VERB,d000.s012.t005,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",cross%2:38:00::
59,street,NOUN,d000.s012.t006,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",street%1:06:01::
60,light,NOUN,d000.s012.t007,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",light%1:10:00::
61,huge,ADJ,d000.s012.t008,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",huge%5:00:01:large:00
62,moving_van,NOUN,d000.s012.t009,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",moving_van%1:06:00::
63,roar,VERB,d000.s012.t010,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",roar%2:38:00::
64,intersection,NOUN,d000.s012.t011,d000.s012,"The stranger, his head seemingly sunk in thought, started to cross the street against the light just as a huge moving van roared through the intersection.",intersection%1:06:00::
65,brake,NOUN,d000.s013.t000,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",brake%1:06:00::
66,howl,VERB,d000.s013.t001,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",howl%2:32:01::
67,horn,NOUN,d000.s013.t002,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",horn%1:06:05::
68,blare,VERB,d000.s013.t003,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",blare%2:39:00::
69,man,NOUN,d000.s013.t004,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",man%1:18:00::
70,hit,VERB,d000.s013.t005,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",hit%2:35:01::
71,call_out,VERB,d000.s013.t006,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",call_out%2:32:01::
72,second,NOUN,d000.s013.t007,d000.s013,"Brakes howled and a horn blared furiously, but the man would have been hit if Phil had n't called out to him a second before.",second%1:28:00::
73,shout,NOUN,d000.s014.t000,d000.s014,"His shout had been involuntary, something anybody might have done without thinking, on the spur of the moment.",shout%1:10:00::
74,involuntary,ADJ,d000.s014.t001,d000.s014,"His shout had been involuntary, something anybody might have done without thinking, on the spur of the moment.",involuntary%3:00:02::
75,do,VERB,d000.s014.t002,d000.s014,"His shout had been involuntary, something anybody might have done without thinking, on the spur of the moment.",do%2:36:01::
76,thinking,NOUN,d000.s014.t003,d000.s014,"His shout had been involuntary, something anybody might have done without thinking, on the spur of the moment.",thinking%1:09:00::
77,on_the_spur_of_the_moment,ADV,d000.s014.t004,d000.s014,"His shout had been involuntary, something anybody might have done without thinking, on the spur of the moment.",on_the_spur_of_the_moment%4:02:00::
78,as_a_matter_of_fact,ADV,d000.s015.t000,d000.s015,"As a matter of fact, he would n't have cared at all if the guy had been hit.",as_a_matter_of_fact%4:02:00::
79,care,VERB,d000.s015.t001,d000.s015,"As a matter of fact, he would n't have cared at all if the guy had been hit.",care%2:37:02::
80,guy,NOUN,d000.s015.t002,d000.s015,"As a matter of fact, he would n't have cared at all if the guy had been hit.",guy%1:18:00::
81,hit,VERB,d000.s015.t003,d000.s015,"As a matter of fact, he would n't have cared at all if the guy had been hit.",hit%2:35:01::
82,regret,VERB,d000.s016.t000,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",regret%2:37:00::
83,open,VERB,d000.s016.t001,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",open%2:35:00::
84,mouth,NOUN,d000.s016.t002,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",mouth%1:08:01::
85,truck,NOUN,d000.s016.t003,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",truck%1:06:00::
86,come_to,VERB,d000.s016.t004,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",come_to%2:41:00::
87,stop,NOUN,d000.s016.t005,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",stop%1:11:00::
88,angry,ADJ,d000.s016.t006,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",angry%3:00:00::
89,driver,NOUN,d000.s016.t007,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",driver%1:18:00::
90,jump,VERB,d000.s016.t008,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",jump%2:38:00::
91,cab,NOUN,d000.s016.t009,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",cab%1:06:02::
92,walk,VERB,d000.s016.t010,d000.s016,"Actually, he regretted having opened his mouth when the truck came to a stop and the angry driver jumped down from the cab and walked back toward them.",walk%2:38:00::
93,stranger,NOUN,d000.s017.t000,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",stranger%1:18:00::
94,thank,VERB,d000.s017.t001,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",thank%2:32:00::
95,have,VERB,d000.s017.t002,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",have%2:30:00::
96,arm,NOUN,d000.s017.t003,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",arm%1:08:00::
97,shoulder,NOUN,d000.s017.t004,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",shoulder%1:08:00::
98,old,ADJ,d000.s017.t005,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",old%3:00:01::
99,friend,NOUN,d000.s017.t006,d000.s017,"By then, the stranger was thanking Haney profusely and had one arm around his shoulders as if he were an old friend.",friend%1:18:00::
100,driver,NOUN,d000.s018.t000,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,driver%1:18:00::
101,start,VERB,d000.s018.t001,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,start%2:30:00::
102,curse,VERB,d000.s018.t002,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,curse%2:32:02::
103,plot,NOUN,d000.s018.t003,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,plot%1:09:00::
104,ruin,VERB,d000.s018.t004,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,ruin%2:41:00::
105,safe,ADJ,d000.s018.t005,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,safe%5:00:00:sound:00
106,record,NOUN,d000.s018.t006,d000.s018,So the driver started to curse at both of them as if they had been in a plot together to ruin his safe-driving record.,record%1:04:01::
107,man,NOUN,d000.s019.t000,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",man%1:18:00::
108,save,VERB,d000.s019.t001,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",save%2:41:00::
109,turn,VERB,d000.s019.t002,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",turn%2:38:00::
110,look,VERB,d000.s019.t003,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",look%2:39:00::
111,truck_driver,NOUN,d000.s019.t004,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",truck_driver%1:18:00::
112,face,NOUN,d000.s019.t005,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",face%1:08:00::
113,say,VERB,d000.s019.t006,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",say%2:32:00::
114,word,NOUN,d000.s019.t007,d000.s019,"Then the man he saved turned and looked squarely into the truck driver 's face, without saying a word.",word%1:10:03::
115,driver,NOUN,d000.s020.t000,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",driver%1:18:00::
116,stop,VERB,d000.s020.t001,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",stop%2:42:00::
117,swear,VERB,d000.s020.t002,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",swear%2:32:01::
118,turn,VERB,d000.s020.t003,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",turn%2:38:00::
119,heel,NOUN,d000.s020.t004,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",heel%1:08:00::
120,truck,NOUN,d000.s020.t005,d000.s020,"Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.",truck%1:06:00::
121,give,VERB,d000.s021.t000,d000.s021,Haney had n't given it much thought at the time.,give%2:31:02::
122,much,ADJ,d000.s021.t001,d000.s021,Haney had n't given it much thought at the time.,much%3:00:00::
123,thought,NOUN,d000.s021.t002,d000.s021,Haney had n't given it much thought at the time.,thought%1:09:00::
124,time,NOUN,d000.s021.t003,d000.s021,Haney had n't given it much thought at the time.,time%1:11:00::
125,recall,VERB,d000.s022.t000,d000.s022,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make him back off.",recall%2:31:00::
126,wonder,VERB,d000.s022.t001,d000.s022,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make him back off.",wonder%2:31:00::
127,see,VERB,d000.s022.t002,d000.s022,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make him back off.",see%2:39:00::
128,eye,NOUN,d000.s022.t003,d000.s022,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make him back off.",eye%1:08:00::
129,make,VERB,d000.s022.t004,d000.s022,"Now he recalled it very clearly, and wondered what the truck driver had seen in those eyes to make him back off.",make%2:36:15::
130,sort,NOUN,d000.s023.t000,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,sort%1:07:00::
131,look,NOUN,d000.s023.t001,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,look%1:07:01::
132,call,VERB,d000.s023.t002,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,call%2:40:05::
133,bluff,NOUN,d000.s023.t003,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,bluff%1:04:00::
134,say,VERB,d000.s023.t004,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,say%2:32:15::
135,word,NOUN,d000.s023.t005,d000.s023,It must have been the sort of look that can call a bluff without saying a word.,word%1:10:03::
136,light,NOUN,d000.s024.t000,d000.s024,"When the light went their way, they went on across the street.",light%1:10:00::
137,go,VERB,d000.s024.t001,d000.s024,"When the light went their way, they went on across the street.",go%2:30:04::
138,way,NOUN,d000.s024.t002,d000.s024,"When the light went their way, they went on across the street.",way%1:06:00::
139,go_on,VERB,d000.s024.t003,d000.s024,"When the light went their way, they went on across the street.",go_on%2:38:00::
140,street,NOUN,d000.s024.t004,d000.s024,"When the light went their way, they went on across the street.",street%1:06:01::
141,stranger,NOUN,d000.s025.t000,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",stranger%1:18:00::
142,find_out,VERB,d000.s025.t001,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",find_out%2:31:00::
143,on_the_way,ADV,d000.s025.t002,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",on_the_way%4:02:00::
144,favorite,ADJ,d000.s025.t003,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",favorite%5:00:00:loved:00
145,bar,NOUN,d000.s025.t004,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",bar%1:06:04::
146,insist,VERB,d000.s025.t005,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",insist%2:32:03::
147,offer,VERB,d000.s025.t006,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",offer%2:40:00::
148,buy,VERB,d000.s025.t007,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",buy%2:40:00::
149,drink,NOUN,d000.s025.t008,d000.s025,"And when the stranger found out that Phil was on the way to one of his favorite bars, he insisted on offering to buy drinks for both of them.",drink%1:13:04::
150,go,VERB,d000.s026.t000,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",go%2:38:00::
151,keep_to_oneself,VERB,d000.s026.t001,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",keep_to_oneself%2:41:00::
152,sit,VERB,d000.s026.t002,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",sit%2:35:00::
153,corner,NOUN,d000.s026.t003,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",corner%1:06:02::
154,pass,VERB,d000.s026.t004,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",pass%2:42:00::
155,time,NOUN,d000.s026.t005,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",time%1:28:05::
156,nurse,VERB,d000.s026.t006,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",nurse%2:37:00::
157,favorite,ADJ,d000.s026.t007,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",favorite%5:00:00:loved:00
158,grudge,NOUN,d000.s026.t008,d000.s026,"Phil usually went alone and kept to himself, sitting in a corner and passing the time by nursing his favorite grudges.",grudge%1:12:00::
159,decide,VERB,d000.s027.t000,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",decide%2:31:00::
160,mind,VERB,d000.s027.t001,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",mind%2:32:00::
161,company,NOUN,d000.s027.t002,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",company%1:26:00::
162,in_return,ADV,d000.s027.t003,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",in_return%4:02:00::
163,free,ADJ,d000.s027.t004,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",free%5:00:00:unpaid:00
164,drink,NOUN,d000.s027.t005,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",drink%1:13:04::
165,make,VERB,d000.s027.t006,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",make%2:40:01::
166,good,ADJ,d000.s027.t007,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",good%5:00:00:discriminating:00
167,money,NOUN,d000.s027.t008,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",money%1:21:00::
168,job,NOUN,d000.s027.t009,d000.s027,"But he decided he would n't mind company in return for free drinks, even though he made good money at his job.",job%1:04:00::
169,wonder,VERB,d000.s029.t000,d000.s029,"Now he wondered if it was worth it, having a screwball for company.",wonder%2:32:01::
170,have,VERB,d000.s029.t001,d000.s029,"Now he wondered if it was worth it, having a screwball for company.",have%2:40:00::
171,screwball,NOUN,d000.s029.t002,d000.s029,"Now he wondered if it was worth it, having a screwball for company.",screwball%1:18:00::
172,company,NOUN,d000.s029.t003,d000.s029,"Now he wondered if it was worth it, having a screwball for company.",company%1:26:00::
173,take,VERB,d000.s030.t000,d000.s030,"He really did n't take the offer seriously, but he began to feel uneasy.",take%2:40:05::
174,offer,NOUN,d000.s030.t001,d000.s030,"He really did n't take the offer seriously, but he began to feel uneasy.",offer%1:10:00::
175,begin,VERB,d000.s030.t002,d000.s030,"He really did n't take the offer seriously, but he began to feel uneasy.",begin%2:42:00::
176,feel,VERB,d000.s030.t003,d000.s030,"He really did n't take the offer seriously, but he began to feel uneasy.",feel%2:31:01::
177,uneasy,ADJ,d000.s030.t004,d000.s030,"He really did n't take the offer seriously, but he began to feel uneasy.",uneasy%5:00:00:uncomfortable:01
178,get,VERB,d000.s031.t000,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",get%2:30:02::
179,coughing,NOUN,d000.s031.t001,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",coughing%1:26:00::
180,realize,VERB,d000.s031.t002,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",realize%2:31:01::
181,give,VERB,d000.s031.t003,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",give%2:40:07::
182,first_name,NOUN,d000.s031.t004,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",first_name%1:10:00::
183,wait,VERB,d000.s031.t005,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",wait%2:42:00::
184,answer,NOUN,d000.s031.t006,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",answer%1:10:00::
185,seem,VERB,d000.s031.t007,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",seem%2:39:00::
186,wink,VERB,d000.s031.t008,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",wink%2:29:00::
187,continue,VERB,d000.s031.t009,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",continue%2:42:01::
188,stare,VERB,d000.s031.t010,d000.s031,"When he finally got the coughing under control, he realized that Pete-LRB- all he gave was his first name-RRB- was still waiting for an answer-- he did n't even seem to wink as he continued to stare.",stare%2:39:00::
189,manage,VERB,d000.s032.t000,d000.s032,Haney managed a weak laugh.,manage%2:41:09::
190,weak,ADJ,d000.s032.t001,d000.s032,Haney managed a weak laugh.,weak%5:00:00:perceptible:00
191,laugh,NOUN,d000.s032.t002,d000.s032,Haney managed a weak laugh.,laugh%1:10:00::
192,think_of,VERB,d000.s033.t000,d000.s033,"`` Guess I ca n't think of anyone, Pete.",think_of%2:31:03::
193,thanks,NOUN,d000.s034.t000,d000.s034,Thanks anyhow``,thanks%1:10:00::
194,faint,ADJ,d000.s035.t000,d000.s035,A faint crease appeared between the man 's eyebrows.,faint%5:00:00:perceptible:00
195,crease,NOUN,d000.s035.t001,d000.s035,A faint crease appeared between the man 's eyebrows.,crease%1:25:01::
196,appear,VERB,d000.s035.t002,d000.s035,A faint crease appeared between the man 's eyebrows.,appear%2:30:00::
197,man,NOUN,d000.s035.t003,d000.s035,A faint crease appeared between the man 's eyebrows.,man%1:18:00::
198,eyebrow,NOUN,d000.s035.t004,d000.s035,A faint crease appeared between the man 's eyebrows.,eyebrow%1:08:00::
