,lemma,pos,text|lemma|@id,text|sentence|@id,sentences,lexelt|sense|@id
27,leaflet,NOUN,d000.s002.t008,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",leaflet%1:10:00::
28,also,ADV,d000.s002.t009,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",also%4:02:00::
29,part,NOUN,d000.s002.t010,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",part%1:09:00::
30,contact,VERB,d000.s002.t011,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",contact%2:32:00::
31,doctor,NOUN,d000.s002.t012,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",doctor%1:18:00::
32,pharmacist,NOUN,d000.s002.t013,d000.s002,"If you need more information about your medical condition or your treatment, read the Package Leaflet( also part of the EPAR) or contact your doctor or pharmacist.",pharmacist%1:18:00::
33,want,VERB,d000.s003.t000,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",want%2:37:00::
34,more,ADJ,d000.s003.t001,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",more%3:00:01::
35,information,NOUN,d000.s003.t002,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",information%1:14:00::
36,basis,NOUN,d000.s003.t003,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",basis%1:24:00::
37,recommendation,NOUN,d000.s003.t004,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",recommendation%1:10:00::
38,read,VERB,d000.s003.t005,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",read%2:31:00::
39,scientific,ADJ,d000.s003.t006,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",scientific%3:00:00::
40,discussion,NOUN,d000.s003.t007,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",discussion%1:10:02::
41,also,ADV,d000.s003.t008,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",also%4:02:00::
42,part,NOUN,d000.s003.t009,d000.s003,"If you want more information on the basis of the CHMP recommendations, read the Scientific Discussion( also part of the EPAR).",part%1:09:00::
43,powder,NOUN,d000.s005.t000,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,powder%1:06:01::
44,make_up,VERB,d000.s005.t001,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,make_up%2:42:00::
45,solution,NOUN,d000.s005.t002,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,solution%1:27:00::
46,infusion,NOUN,d000.s005.t003,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,infusion%1:04:00::
47,drip,VERB,d000.s005.t004,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,drip%2:35:10::
48,vein,NOUN,d000.s005.t005,d000.s005,Alimta is a powder that is made up into a solution for infusion( drip into a vein).,vein%1:08:00::
49,contain,VERB,d000.s006.t000,d000.s006,It contains the active substance pemetrexed.,contain%2:42:00::
50,active,ADJ,d000.s006.t001,d000.s006,It contains the active substance pemetrexed.,active%3:00:07::
51,substance,NOUN,d000.s006.t002,d000.s006,It contains the active substance pemetrexed.,substance%1:03:01::
52,use,VERB,d000.s007.t000,d000.s007,What is Alimta used for?,use%2:34:01::
53,use,VERB,d000.s008.t000,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,use%2:34:01::
54,treat,VERB,d000.s008.t001,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,treat%2:29:00::
55,type,NOUN,d000.s008.t002,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,type%1:09:00::
56,cancer,NOUN,d000.s008.t003,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,cancer%1:26:00::
57,pleural,ADJ,d000.s008.t004,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,pleural%3:01:00::
58,mesothelioma,NOUN,d000.s008.t005,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,mesothelioma%1:26:00::
59,cancer,NOUN,d000.s008.t006,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,cancer%1:26:00::
60,lining,NOUN,d000.s008.t007,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,lining%1:06:00::
61,lung,NOUN,d000.s008.t008,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,lung%1:08:00::
62,usually,ADV,d000.s008.t009,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,usually%4:02:00::
63,cause,VERB,d000.s008.t010,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,cause%2:36:00::
64,exposure,NOUN,d000.s008.t011,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,exposure%1:04:01::
65,asbestos,NOUN,d000.s008.t012,d000.s008,Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).,asbestos%1:27:00::
66,use,VERB,d000.s009.t000,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",use%2:34:01::
67,together_with,ADV,d000.s009.t001,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",together_with%4:02:00::
68,anticancer,ADJ,d000.s009.t002,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",anticancer%3:01:00::
69,medicine,NOUN,d000.s009.t003,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",medicine%1:06:00::
70,cancer,NOUN,d000.s009.t004,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",cancer%1:26:00::
71,remove,VERB,d000.s009.t005,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",remove%2:30:00::
72,surgery,NOUN,d000.s009.t006,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",surgery%1:04:01::
73,alone,ADJ,d000.s009.t007,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",alone%5:00:00:exclusive:00
74,malignant,ADJ,d000.s009.t008,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",malignant%3:00:02::
75,spread,VERB,d000.s009.t009,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",spread%2:35:07::
76,likely,ADJ,d000.s009.t010,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",likely%3:00:04::
77,spread,VERB,d000.s009.t011,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",spread%2:35:07::
78,easily,ADV,d000.s009.t012,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",easily%4:02:01::
79,other,ADJ,d000.s009.t013,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",other%3:00:00::
80,part,NOUN,d000.s009.t014,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",part%1:17:00::
81,body,NOUN,d000.s009.t015,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",body%1:08:00::
82,patient,NOUN,d000.s009.t016,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",patient%1:18:00::
83,not,ADV,d000.s009.t017,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",not%4:02:00::
84,receive,VERB,d000.s009.t018,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",receive%2:39:03::
85,chemotherapy,NOUN,d000.s009.t019,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",chemotherapy%1:04:00::
86,medicine,NOUN,d000.s009.t020,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",medicine%1:06:00::
87,cancer,NOUN,d000.s009.t021,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",cancer%1:26:00::
88,advanced,ADJ,d000.s009.t022,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",advanced%5:00:00:late:02
89,metastatic,ADJ,d000.s009.t023,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",metastatic%3:01:00::
90,cell,NOUN,d000.s009.t024,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",cell%1:03:00::
91,lung_cancer,NOUN,d000.s009.t025,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",lung_cancer%1:26:00::
92,not,ADV,d000.s009.t026,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",not%4:02:00::
93,affect,VERB,d000.s009.t027,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",affect%2:29:00::
94,squamous_cell,NOUN,d000.s009.t028,d000.s009,"Alimta is used together with cisplatin( another anticancer medicine) when the cancer is unresectable( cannot be removed by surgery alone) and malignant( has spread, or is likely to spread easily, to other parts of the body), in patients who have not received chemotherapy( medicines for cancer) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells.",squamous_cell%1:08:00::
95,use,VERB,d000.s010.t000,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",use%2:34:01::
96,combination,NOUN,d000.s010.t001,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",combination%1:04:00::
97,patient,NOUN,d000.s010.t002,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",patient%1:18:00::
98,not,ADV,d000.s010.t003,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",not%4:02:00::
99,treat,VERB,d000.s010.t004,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",treat%2:29:00::
100,patient,NOUN,d000.s010.t005,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",patient%1:18:00::
101,receive,VERB,d000.s010.t006,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",receive%2:39:03::
102,type,NOUN,d000.s010.t007,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",type%1:09:00::
103,chemotherapy,NOUN,d000.s010.t008,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",chemotherapy%1:04:00::
104,past,NOUN,d000.s010.t009,d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before, and on its own in patients who have received another type of chemotherapy in the past.",past%1:28:01::
105,medicine,NOUN,d000.s011.t000,d000.s011,The medicine can only be obtained with a prescription.,medicine%1:06:00::
106,only,ADV,d000.s011.t001,d000.s011,The medicine can only be obtained with a prescription.,only%4:02:03::
107,obtain,VERB,d000.s011.t002,d000.s011,The medicine can only be obtained with a prescription.,obtain%2:40:00::
108,prescription,NOUN,d000.s011.t003,d000.s011,The medicine can only be obtained with a prescription.,prescription%1:10:01::
109,use,VERB,d000.s012.t000,d000.s012,How is Alimta used?,use%2:34:01::
110,only,ADV,d000.s013.t000,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,only%4:02:03::
111,give,VERB,d000.s013.t001,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,give%2:40:13::
112,supervision,NOUN,d000.s013.t002,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,supervision%1:04:00::
113,doctor,NOUN,d000.s013.t003,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,doctor%1:18:00::
114,use,NOUN,d000.s013.t004,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,use%1:04:00::
115,anticancer,ADJ,d000.s013.t005,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,anticancer%3:01:00::
116,chemotherapy,NOUN,d000.s013.t006,d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy.,chemotherapy%1:04:00::
117,dose,NOUN,d000.s014.t000,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,dose%1:06:00::
118,mg,NOUN,d000.s014.t001,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,mg%1:23:00::
119,square_metre,NOUN,d000.s014.t002,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,square_metre%1:23:00::
120,body,NOUN,d000.s014.t003,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,body%1:08:00::
121,surface_area,NOUN,d000.s014.t004,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,surface_area%1:07:00::
122,calculate,VERB,d000.s014.t005,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,calculate%2:31:00::
123,use,VERB,d000.s014.t006,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,use%2:34:01::
124,patient,NOUN,d000.s014.t007,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,patient%1:18:00::
125,height,NOUN,d000.s014.t008,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,height%1:07:01::
126,weight,NOUN,d000.s014.t009,d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area( calculated using the patient s height and weight).,weight%1:07:00::
127,give,VERB,d000.s015.t000,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,give%2:40:13::
128,once,ADV,d000.s015.t001,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,once%4:02:00::
129,every,ADJ,d000.s015.t002,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,every%5:00:02:all:00
130,week,NOUN,d000.s015.t003,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,week%1:28:00::
131,intravenous,ADJ,d000.s015.t004,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,intravenous%3:01:00::
132,infusion,NOUN,d000.s015.t005,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,infusion%1:04:00::
133,last,VERB,d000.s015.t006,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,last%2:42:00::
134,minute,NOUN,d000.s015.t007,d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes.,minute%1:28:00::
135,reduce,VERB,d000.s016.t000,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",reduce%2:30:01::
136,side_effect,NOUN,d000.s016.t001,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",side_effect%1:26:00::
137,patient,NOUN,d000.s016.t002,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",patient%1:18:00::
138,take,VERB,d000.s016.t003,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",take%2:34:00::
139,corticosteroid,NOUN,d000.s016.t004,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",corticosteroid%1:27:00::
140,folic_acid,NOUN,d000.s016.t005,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",folic_acid%1:27:00::
141,type,NOUN,d000.s016.t006,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",type%1:09:00::
142,vitamin,NOUN,d000.s016.t007,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",vitamin%1:27:00::
143,injection,NOUN,d000.s016.t008,d000.s016,"To reduce side effects, patients should take a corticosteroid and folic acid( a type of vitamin), and receive injections of vitamin B12 during treatment with Alimta.",injection%1:04:01::
