,lemma,pos,text|lemma|@id,text|sentence|@id,sentences,lexelt|sense|@id
25,tower,NOUN,d000.s003.t013,d000.s003,"Of all scenes that evoke rural England, this is one of the loveliest: An ancient stone church stands amid the fields, the sound of bells cascading from its tower, calling the faithful to evensong.",tower%1:06:00::
26,call,VERB,d000.s003.t014,d000.s003,"Of all scenes that evoke rural England, this is one of the loveliest: An ancient stone church stands amid the fields, the sound of bells cascading from its tower, calling the faithful to evensong.",call%2:32:05::
27,faithful,NOUN,d000.s003.t015,d000.s003,"Of all scenes that evoke rural England, this is one of the loveliest: An ancient stone church stands amid the fields, the sound of bells cascading from its tower, calling the faithful to evensong.",faithful%1:14:00::
28,evensong,NOUN,d000.s003.t016,d000.s003,"Of all scenes that evoke rural England, this is one of the loveliest: An ancient stone church stands amid the fields, the sound of bells cascading from its tower, calling the faithful to evensong.",evensong%1:10:00::
29,parishioner,NOUN,d000.s004.t000,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",parishioner%1:18:00::
30,stop,VERB,d000.s004.t001,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",stop%2:38:00::
31,chat,VERB,d000.s004.t002,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",chat%2:32:00::
32,church,NOUN,d000.s004.t003,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",church%1:06:00::
33,door,NOUN,d000.s004.t004,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",door%1:06:00::
34,member,NOUN,d000.s004.t005,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",member%1:18:00::
35,here,ADV,d000.s004.t006,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",here%4:02:00::
36,always,ADV,d000.s004.t007,d000.s004,"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.",always%4:02:00::
37,tower,NOUN,d000.s005.t000,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",tower%1:06:00::
38,man,NOUN,d000.s005.t001,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",man%1:18:00::
39,woman,NOUN,d000.s005.t002,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",woman%1:18:00::
40,pull,VERB,d000.s005.t003,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",pull%2:35:04::
41,rhythmically,ADV,d000.s005.t004,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",rhythmically%4:02:00::
42,rope,NOUN,d000.s005.t005,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",rope%1:06:00::
43,attach,VERB,d000.s005.t006,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",attach%2:35:02::
44,same,ADJ,d000.s005.t007,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",same%3:00:02::
45,bell,NOUN,d000.s005.t008,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",bell%1:06:00::
46,first,ADV,d000.s005.t009,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",first%4:02:02::
47,sound,VERB,d000.s005.t010,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",sound%2:39:00::
48,here,ADV,d000.s005.t011,d000.s005,"In the tower, five men and women pull rhythmically on ropes attached to the same five bells that first sounded here in 1614.",here%4:02:00::
49,also,ADV,d000.s006.t000,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",also%4:02:00::
50,discordant,ADJ,d000.s006.t001,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",discordant%3:00:00::
51,modern,ADJ,d000.s006.t002,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",modern%3:00:00::
52,note,NOUN,d000.s006.t003,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",note%1:07:00::
53,churchgoer,NOUN,d000.s006.t004,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",churchgoer%1:18:00::
54,enjoy,VERB,d000.s006.t005,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",enjoy%2:37:00::
55,peal,NOUN,d000.s006.t006,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",peal%1:11:00::
56,bell,NOUN,d000.s006.t007,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",bell%1:06:00::
57,cool,ADJ,d000.s006.t008,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",cool%3:00:01::
58,autumn,NOUN,d000.s006.t009,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",autumn%1:28:00::
59,evening,NOUN,d000.s006.t010,d000.s006,"But there is also a discordant, modern note in Aslacton, though it can not be heard by the church-goers enjoying the peal of bells this cool autumn evening.",evening%1:28:00::
60,most,ADJ,d000.s007.t000,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",most%3:00:02::
61,other,ADJ,d000.s007.t001,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",other%3:00:00::
62,church,NOUN,d000.s007.t002,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",church%1:06:00::
63,britain,NOUN,d000.s007.t003,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",britain%1:15:00::
64,set,NOUN,d000.s007.t004,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",set%1:14:00::
65,bell,NOUN,d000.s007.t005,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",bell%1:06:00::
66,once,ADV,d000.s007.t006,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",once%4:02:01::
67,own,ADJ,d000.s007.t007,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",own%5:00:00:personal:00
68,band,NOUN,d000.s007.t008,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",band%1:14:00::
69,ringer,NOUN,d000.s007.t009,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",ringer%1:18:02::
70,herald,VERB,d000.s007.t010,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",herald%2:32:00::
71,sunday,NOUN,d000.s007.t011,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",sunday%1:28:00::
72,morning,NOUN,d000.s007.t012,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",morning%1:28:00::
73,evening,NOUN,d000.s007.t013,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",evening%1:28:00::
74,service,NOUN,d000.s007.t014,d000.s007,"Like most of the other 6,000 churches in Britain with sets of bells, St. Michael once had its own`` band`` of ringers, who would herald every Sunday morning and evening service.",service%1:04:01::
75,now,ADV,d000.s008.t000,d000.s008,"Now, only one local ringer remains: 64-year-old Derek Hammond.",now%4:02:00::
76,only,ADV,d000.s008.t001,d000.s008,"Now, only one local ringer remains: 64-year-old Derek Hammond.",only%4:02:02::
77,local,ADJ,d000.s008.t002,d000.s008,"Now, only one local ringer remains: 64-year-old Derek Hammond.",local%3:01:01::
78,ringer,NOUN,d000.s008.t003,d000.s008,"Now, only one local ringer remains: 64-year-old Derek Hammond.",ringer%1:18:02::
79,remain,VERB,d000.s008.t004,d000.s008,"Now, only one local ringer remains: 64-year-old Derek Hammond.",remain%2:42:03::
80,here,ADV,d000.s009.t000,d000.s009,The others here today live elsewhere.,here%4:02:00::
81,today,NOUN,d000.s009.t001,d000.s009,The others here today live elsewhere.,today%1:28:01::
82,live,VERB,d000.s009.t002,d000.s009,The others here today live elsewhere.,live%2:42:08::
83,elsewhere,ADV,d000.s009.t003,d000.s009,The others here today live elsewhere.,elsewhere%4:02:00::
84,belong_to,VERB,d000.s010.t000,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,belong_to%2:42:00::
85,group,NOUN,d000.s010.t001,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,group%1:03:00::
86,ringer,NOUN,d000.s010.t002,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,ringer%1:18:02::
87,include,VERB,d000.s010.t003,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,include%2:42:00::
88,octogenarian,NOUN,d000.s010.t004,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,octogenarian%1:18:00::
89,youngster,NOUN,d000.s010.t005,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,youngster%1:18:00::
90,training,NOUN,d000.s010.t006,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,training%1:04:00::
91,drive,VERB,d000.s010.t007,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,drive%2:38:00::
92,sunday,NOUN,d000.s010.t008,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,sunday%1:28:00::
93,church,NOUN,d000.s010.t009,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,church%1:06:00::
94,church,NOUN,d000.s010.t010,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,church%1:06:00::
95,effort,NOUN,d000.s010.t011,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,effort%1:04:00::
96,keep,VERB,d000.s010.t012,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,keep%2:42:00::
97,bell,NOUN,d000.s010.t013,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,bell%1:06:00::
98,sound,VERB,d000.s010.t014,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,sound%2:39:00::
99,many,ADJ,d000.s010.t015,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,many%3:00:00::
100,belfry,NOUN,d000.s010.t016,d000.s010,They belong to a group of 15 ringers-- including two octogenarians and four youngsters in training-- who drive every Sunday from church to church in a sometimes-exhausting effort to keep the bells sounding in the many belfries of East Anglia.,belfry%1:06:01::
101,even,ADV,d000.s011.t000,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",even%4:02:00::
102,service,NOUN,d000.s011.t001,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",service%1:04:01::
103,tower,NOUN,d000.s011.t002,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",tower%1:06:00::
104,scrape,VERB,d000.s011.t003,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",scrape%2:35:03::
105,say,VERB,d000.s011.t004,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",say%2:32:15::
106,retired,ADJ,d000.s011.t005,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",retired%5:00:00:inactive:08
107,worker,NOUN,d000.s011.t006,d000.s011,"`` To ring for even one service at this tower, we have to scrape,`` says Mr. Hammond, a retired water-authority worker.``",worker%1:18:00::
108,try,VERB,d000.s012.t000,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",try%2:41:00::
109,train,VERB,d000.s012.t001,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",train%2:31:01::
110,youngster,NOUN,d000.s012.t002,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",youngster%1:18:00::
111,disco,NOUN,d000.s012.t003,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",disco%1:06:00::
112,dance,NOUN,d000.s012.t004,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",dance%1:11:00::
113,just,ADV,d000.s012.t005,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",just%4:02:03::
114,drift,VERB,d000.s012.t006,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",drift%2:38:04::
115,away,ADV,d000.s012.t007,d000.s012,"We 've tried to train the youngsters, but they have their discos and their dances, and they just drift away.``",away%4:02:00::
116,worry,VERB,d000.s013.t000,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,worry%2:37:00::
117,old_age,NOUN,d000.s013.t001,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,old_age%1:28:00::
118,flightiness,NOUN,d000.s013.t002,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,flightiness%1:07:00::
119,youth,NOUN,d000.s013.t003,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,youth%1:26:00::
120,diminish,VERB,d000.s013.t004,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,diminish%2:30:00::
121,rank,NOUN,d000.s013.t005,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,rank%1:14:02::
122,group,NOUN,d000.s013.t006,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,group%1:03:00::
123,keep,VERB,d000.s013.t007,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,keep%2:42:00::
124,bell,NOUN,d000.s013.t008,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,bell%1:06:00::
125,peal,VERB,d000.s013.t009,d000.s013,Mr. Hammond worries that old age and the flightiness of youth will diminish the ranks of the East Anglian group that keeps the Aslacton bells pealing.,peal%2:39:00::
126,history,NOUN,d000.s014.t000,d000.s014,"History, after all, is not on his side.",history%1:28:00::
127,side,NOUN,d000.s014.t001,d000.s014,"History, after all, is not on his side.",side%1:10:00::
128,nationwide,ADJ,d000.s015.t000,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",nationwide%5:00:00:comprehensive:00
129,survey,NOUN,d000.s015.t001,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",survey%1:04:02::
130,take,VERB,d000.s015.t002,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",take%2:41:04::
131,year,NOUN,d000.s015.t003,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",year%1:28:01::
132,ago,ADV,d000.s015.t004,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",ago%4:02:00::
133,nearly,ADV,d000.s015.t005,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",nearly%4:02:00::
134,england,NOUN,d000.s015.t006,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",england%1:15:00::
135,church,NOUN,d000.s015.t007,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",church%1:06:00::
136,bell,NOUN,d000.s015.t008,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",bell%1:06:00::
137,no,ADV,d000.s015.t009,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",no%4:02:01::
138,longer,ADV,d000.s015.t010,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",longer%4:02:00::
139,ring,VERB,d000.s015.t011,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",ring%2:39:01::
140,sunday,NOUN,d000.s015.t012,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",sunday%1:28:00::
141,ring,VERB,d000.s015.t013,d000.s015,"According to a nationwide survey taken a year ago, nearly a third of England 's church bells are no longer rung on Sundays because there is no one to ring them.",ring%2:39:01::
142,easy,ADJ,d000.s016.t000,d000.s016,It is easy to see why the ancient art is on the ropes.,easy%3:00:01::
143,see,VERB,d000.s016.t001,d000.s016,It is easy to see why the ancient art is on the ropes.,see%2:31:01::
144,ancient,ADJ,d000.s016.t002,d000.s016,It is easy to see why the ancient art is on the ropes.,ancient%5:00:00:past:00
145,art,NOUN,d000.s016.t003,d000.s016,It is easy to see why the ancient art is on the ropes.,art%1:09:00::
146,less,ADV,d000.s017.t000,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",less%4:02:00::
147,complicated,ADJ,d000.s017.t001,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",complicated%5:00:00:complex:00
148,version,NOUN,d000.s017.t002,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",version%1:09:01::
149,play,VERB,d000.s017.t003,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",play%2:36:00::
150,tune,NOUN,d000.s017.t004,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",tune%1:10:00::
151,bell,NOUN,d000.s017.t005,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",bell%1:06:00::
152,carillon,NOUN,d000.s017.t006,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",carillon%1:04:00::
153,continental,ADJ,d000.s017.t007,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",continental%3:01:01::
154,europe,NOUN,d000.s017.t008,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",europe%1:14:01::
155,consider,VERB,d000.s017.t009,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",consider%2:31:00::
156,english,NOUN,d000.s017.t010,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",english%1:18:00::
157,childish,ADJ,d000.s017.t011,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",childish%5:00:00:immature:02
158,fit,ADJ,d000.s017.t012,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",fit%3:00:02::
159,only,ADV,d000.s017.t013,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",only%4:02:01::
160,foreigner,NOUN,d000.s017.t014,d000.s017,"The less complicated version of playing tunes on bells, as do the carillons of continental Europe, is considered by the English to be childish, fit only for foreigners.",foreigner%1:18:00::
161,change_ringing,NOUN,d000.s018.t000,d000.s018,"Change-ringing, a mind-boggling exercise the English invented 380 years ago, requires physical dexterity-- some bells weigh more than a ton-- combined with intense mental concentration.",change_ringing%1:04:00::
